id,name,assignment_id
895,XdT1kNmeB2895,76
896,IMaSQpR2eU896,56
897,NVzrFaKNkw897,40
898,kt65b8oNFl898,50
899,Qbihz7lFHW899,77
900,LIG9xElPZt900,11
901,ALaZoSyhuF901,87
902,ssVZZjIZDX902,59
903,ScUl2hYEBq903,56
904,SapkPp74u7904,79
905,MBZMWYqvXc905,20
906,2OhF32rBRz906,15
907,qMlU8WzOj3907,29
908,ZOCg5vHUl6908,80
909,aixaEOIv5z909,58
910,xfi5MqXFcK910,15
911,vTWUmkd532911,77
912,XO8rzn8Xdm912,61
913,HIDyiYX6KT913,13
914,EBcIABdwFA914,92
915,AqYXQxtjwD915,97
916,JLqxFWln7V916,32
917,z2UizXtvxP917,45
918,rRvkjegakp918,13
919,J4SyFGQO8m919,57
920,ltLr9DyMcU920,87
921,r3h9HATPJB921,62
922,yfqX2WIqMs922,44
923,2WfS7g0zlz923,51
924,o44mFrsgQN924,76
925,ZmRJ4eHynL925,8
926,qDfmyxPpoY926,63
927,8uVOW2HNgz927,16
928,cT03zhiGK8928,25
929,yNRTbfbvQC929,40
930,WfrVM8mswr930,1
931,FCudNWW03g931,69
932,df2ssoc0gh932,94
933,q9PmcdVvTr933,91
934,wFFUfMmYVu934,21
935,lt7zAMAc8l935,53
936,zmfTMgxM1S936,22
937,oTiNP6JhzK937,75
938,vsWbtXjMQh938,22
939,aa7xzQvhuO939,14
940,9UB4FmysZg940,89
941,0cTKdquLc3941,1
942,lwDuQGEXFa942,60
943,DI7u2NddUb943,32
944,3OEWDrSEFS944,59
945,MqZZWlmnDd945,46
946,jQ9vM3DpVR946,48
947,Elp3Kss05k947,9
948,cHF4M2MIpJ948,44
949,aTlpDTus4k949,33
950,CnZpVrI3k0950,0
951,ozygoWZR7T951,84
952,7erHi0SCwr952,27
953,WtBbaidIre953,51
954,kB4k10qzdz954,68
955,NDnzZ0oXgc955,52
956,VYXuZvi1gg956,31
957,8PMKS57fqp957,90
958,Q86Sw1gnTf958,68
959,MqDcqiTMGu959,51
960,PuTmEUrZO9960,20
961,77vaj9n6T0961,67
962,CtdLSndCMI962,33
963,29YOBQOUQK963,30
964,NmU6l5xpY6964,68
965,SeqODSJHb9965,92
966,1OumJZ4vjx966,64
967,4g5uTwPKtr967,54
968,pbW0zaMl5f968,4
969,mOH5F6vk1d969,45
970,iEcnJOU93J970,29
971,YMD9Aw7OZ2971,22
972,GOsuvViwG0972,94
973,7jsEhYWo2h973,0
974,Og7krush8M974,94
975,sEI9aI7UnX975,53
976,Ck0gf5I3Iq976,93
977,JYAZO551Ls977,22
978,qNQnbUlNFX978,34
979,NR7xgZLbZU979,81
980,fgRNjcPWfg980,56
981,KC8JIfkgKh981,43
982,t6m2FKIbeN982,39
983,RHHJXpeVBY983,7
984,HwzHkFKgPx984,53
985,NRX5sKzpBB985,96
986,EGEpV4H7km986,38
987,41wZzdKdYq987,96
988,OBC49himFr988,82
989,3XYOfk7AC4989,83
990,HDZwG7Lk6J990,25
991,lWJ8X3LNGJ991,12
992,gWAx4ITRak992,9
993,mcDIN5CPAI993,55
994,bn4VEl7NlI994,6
995,sK9sDaFoeh995,36
996,ODZvuelx9o996,8
997,v3aHPvDwN2997,96
998,3LtV0NLhAk998,29
999,WyTYHMJf7u999,66
